show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,soup
80169755,Movie,joaquínreyes:unaynomás,josémiguelcontreras,joaquínreyes,,8-Sep-17,2017.0,TV-MA,78 min,stand-upcomedy,"comedianandcelebrityimpersonatorjoaquínreyesdecidestobehiszestyselfforanightofstoriesaboutbuses,bathroomhabits,royaltyandmore.","joaquínreyes:unaynomás josémiguelcontreras joaquínreyes stand-upcomedy comedianandcelebrityimpersonatorjoaquínreyesdecidestobehiszestyselfforanightofstoriesaboutbuses,bathroomhabits,royaltyandmore."
70299204,Movie,kidnappingmr.heineken,danielalfredson,"jimsturgess,samworthington,ryankwanten,anthonyhopkins,markvaneeuwen,thomascocquerel,jemimawest,daviddencik","Netherlands, Belgium, United Kingdom, United States",8-Sep-17,2015.0,R,95 min,"action&adventure,dramas,internationalmovies","whenbeermagnatealfred""freddy""heinekeniskidnappedin1983,hisabductorsmakethelargestransomdemandinhistory.","kidnappingmr.heineken danielalfredson jimsturgess,samworthington,ryankwanten,anthonyhopkins,markvaneeuwen,thomascocquerel,jemimawest,daviddencik action&adventure,dramas,internationalmovies whenbeermagnatealfred""freddy""heinekeniskidnappedin1983,hisabductorsmakethelargestransomdemandinhistory."
80182480,Movie,krishtrishandbaltiboy,,"damandeepsinghbaggan,smitamalhotra,babasehgal",,8-Sep-17,2009.0,TV-Y7,58 min,children&familymovies,"ateamofminstrels,includingamonkey,catanddonkey,narratefolktalesfromtheindianregionsofrajasthan,keralaandpunjab.","krishtrishandbaltiboy  damandeepsinghbaggan,smitamalhotra,babasehgal children&familymovies ateamofminstrels,includingamonkey,catanddonkey,narratefolktalesfromtheindianregionsofrajasthan,keralaandpunjab."
80182483,Movie,krishtrishandbaltiboy:battleofwits,"munjalshroff,tilakshetty","damandeepsinghbaggan,smitamalhotra,babasehgal,deepakchachra",,8-Sep-17,2013.0,TV-Y7,62 min,children&familymovies,"anartisanischeatedofhispayment,alionofhisthroneandabrotherofhisinheritanceinthesethreestoriesofdeceptionandjustice.","krishtrishandbaltiboy:battleofwits munjalshroff,tilakshetty damandeepsinghbaggan,smitamalhotra,babasehgal,deepakchachra children&familymovies anartisanischeatedofhispayment,alionofhisthroneandabrotherofhisinheritanceinthesethreestoriesofdeceptionandjustice."
80182596,Movie,krishtrishandbaltiboy:bestfriendsforever,"munjalshroff,tilakshetty","damandeepsinghbaggan,smitamalhotra,deepakchachra",,8-Sep-17,2016.0,TV-Y,65 min,children&familymovies,"acat,monkeyanddonkeyteamuptonarratefolktalesaboutfriendshipfromnortheastindia,andtheindianregionsofbiharandrajasthan.","krishtrishandbaltiboy:bestfriendsforever munjalshroff,tilakshetty damandeepsinghbaggan,smitamalhotra,deepakchachra children&familymovies acat,monkeyanddonkeyteamuptonarratefolktalesaboutfriendshipfromnortheastindia,andtheindianregionsofbiharandrajasthan."
80182482,Movie,krishtrishandbaltiboy:comicsofindia,tilakshetty,"damandeepsinghbaggan,smitamalhotra,babasehgal",,8-Sep-17,2012.0,TV-Y7,61 min,children&familymovies,"inthreecomic-strip-styletales,aboytriestosellwisdom,ademonisreleasedfromcaptivity,andakingassignsimpossibletaskstohisminister.","krishtrishandbaltiboy:comicsofindia tilakshetty damandeepsinghbaggan,smitamalhotra,babasehgal children&familymovies inthreecomic-strip-styletales,aboytriestosellwisdom,ademonisreleasedfromcaptivity,andakingassignsimpossibletaskstohisminister."
80182597,Movie,krishtrishandbaltiboy:oversmartnessneverpays,tilakshetty,"rishigambhir,smitamalhotra,deepakchachra",,8-Sep-17,2017.0,TV-Y7,65 min,children&familymovies,"acat,monkeyanddonkeylearntheconsequencesofcheatingthroughstoriesfromtheindianregionsofrajasthan,westbengalandmaharashtra.","krishtrishandbaltiboy:oversmartnessneverpays tilakshetty rishigambhir,smitamalhotra,deepakchachra children&familymovies acat,monkeyanddonkeylearntheconsequencesofcheatingthroughstoriesfromtheindianregionsofrajasthan,westbengalandmaharashtra."
80182481,Movie,krishtrishandbaltiboy:partii,,"damandeepsinghbaggan,smitamalhotra,babasehgal",,8-Sep-17,2010.0,TV-Y7,58 min,children&familymovies,"animalminstrelsnarratestoriesaboutamonkey'sfriendshipwithacrocodile,twomonkeys'foolishnessandavillager'sencounterwithademon.","krishtrishandbaltiboy:partii  damandeepsinghbaggan,smitamalhotra,babasehgal children&familymovies animalminstrelsnarratestoriesaboutamonkey'sfriendshipwithacrocodile,twomonkeys'foolishnessandavillager'sencounterwithademon."
80182621,Movie,krishtrishandbaltiboy:thegreatesttrick,"munjalshroff,tilakshetty","damandeepsinghbaggan,smitamalhotra,babasehgal",,8-Sep-17,2013.0,TV-Y7,60 min,children&familymovies,"theconsequencesoftrickeryareexploredinstoriesinvolvinganinconsideratehusband,twogreedycourtiers,andakindmanwholoseseverything.","krishtrishandbaltiboy:thegreatesttrick munjalshroff,tilakshetty damandeepsinghbaggan,smitamalhotra,babasehgal children&familymovies theconsequencesoftrickeryareexploredinstoriesinvolvinganinconsideratehusband,twogreedycourtiers,andakindmanwholoseseverything."
80057969,Movie,love,gasparnoé,"karlglusman,klarakristin,aomimuyock,ugofox,juansaavedra,gasparnoé,isabellenicou,benoîtdebie,vincentmaraval,déborahrévy","France, Belgium",8-Sep-17,2015.0,NR,135 min,"cultmovies,dramas,independentmovies",amaninanunsatisfyingmarriagerecallsthedetailsofanintensepastrelationshipwithanex-girlfriendwhenhegetswordthatshemaybemissing.,"love gasparnoé karlglusman,klarakristin,aomimuyock,ugofox,juansaavedra,gasparnoé,isabellenicou,benoîtdebie,vincentmaraval,déborahrévy cultmovies,dramas,independentmovies amaninanunsatisfyingmarriagerecallsthedetailsofanintensepastrelationshipwithanex-girlfriendwhenhegetswordthatshemaybemissing."
80060297,Movie,manhattanromance,tomo'brien,"tomo'brien,katherinewaterston,caitlinfitzgerald,gabyhoffmann,louiscancelmi,zachgrenier",United States,8-Sep-17,2014.0,TV-14,98 min,"comedies,independentmovies,romanticmovies",afilmmakerworkingonadocumentaryaboutloveinmodernmanhattanbecomespersonallyentangledintheromanticlivesofhissubjects.,"manhattanromance tomo'brien tomo'brien,katherinewaterston,caitlinfitzgerald,gabyhoffmann,louiscancelmi,zachgrenier comedies,independentmovies,romanticmovies afilmmakerworkingonadocumentaryaboutloveinmodernmanhattanbecomespersonallyentangledintheromanticlivesofhissubjects."
80046728,Movie,moonwalkers,antoinebardou-jacquet,"ronperlman,rupertgrint,robertsheehan,stephencampbellmoore,ericlampaert,kevinbishop,tomaudenaert,erikasainte","France, Belgium",8-Sep-17,2015.0,R,96 min,"action&adventure,comedies,internationalmovies","abrain-addledwarvet,afailingbandmanagerandastanleykubrickimpersonatorhelptheciaconstructanepicscambyfakingthe1969moonlanding.","moonwalkers antoinebardou-jacquet ronperlman,rupertgrint,robertsheehan,stephencampbellmoore,ericlampaert,kevinbishop,tomaudenaert,erikasainte action&adventure,comedies,internationalmovies abrain-addledwarvet,afailingbandmanagerandastanleykubrickimpersonatorhelptheciaconstructanepicscambyfakingthe1969moonlanding."
80046727,Movie,rollingpapers,mitchdickman,,"United States, Uruguay",8-Sep-17,2015.0,TV-MA,79 min,documentaries,"asthenewspaperindustrytakesahit,thedenverpostbreaksnewgroundwithasectiondedicatedtocannabisculture.","rollingpapers mitchdickman  documentaries asthenewspaperindustrytakesahit,thedenverpostbreaksnewgroundwithasectiondedicatedtocannabisculture."
70304988,Movie,stonehearstasylum,bradanderson,"katebeckinsale,jimsturgess,davidthewlis,brendangleeson,benkingsley,michaelcaine,jasonflemyng,sophiekennedyclark,sinéadcusack,edmundkingsley",United States,8-Sep-17,2014.0,PG-13,113 min,"horrormovies,thrillers","in1899,ayoungdoctorarrivesatanasylumforanapprenticeshipandbecomessuspiciousofhismentor'smethodswhilefallingforafemalepatient.","stonehearstasylum bradanderson katebeckinsale,jimsturgess,davidthewlis,brendangleeson,benkingsley,michaelcaine,jasonflemyng,sophiekennedyclark,sinéadcusack,edmundkingsley horrormovies,thrillers in1899,ayoungdoctorarrivesatanasylumforanapprenticeshipandbecomessuspiciousofhismentor'smethodswhilefallingforafemalepatient."
80057700,Movie,therunner,austinstark,"nicolascage,sarahpaulson,connienielsen,wendellpierce,bryanbatt,peterfonda,danagourrier",United States,8-Sep-17,2015.0,R,90 min,"dramas,independentmovies",aneworleanspoliticianfindshisidealisticplansforrebuildingafteratoxicoilspillunravelingthankstoasexscandal.,"therunner austinstark nicolascage,sarahpaulson,connienielsen,wendellpierce,bryanbatt,peterfonda,danagourrier dramas,independentmovies aneworleanspoliticianfindshisidealisticplansforrebuildingafteratoxicoilspillunravelingthankstoasexscandal."
80045922,Movie,6years,hannahfidell,"taissafarmiga,benrosenfield,lindsayburdge,joshualeonard,jenniferlafleur,petervack,danawheeler-nicholson,jasonnewman,mollymcmichael",United States,8-Sep-15,2015.0,NR,80 min,"dramas,independentmovies,romanticmovies","asavolatileyoungcouplewhohavebeentogetherforsixyearsapproachcollegegraduation,unexpectedcareeropportunitiesthreatentheirfuture.","6years hannahfidell taissafarmiga,benrosenfield,lindsayburdge,joshualeonard,jenniferlafleur,petervack,danawheeler-nicholson,jasonnewman,mollymcmichael dramas,independentmovies,romanticmovies asavolatileyoungcouplewhohavebeentogetherforsixyearsapproachcollegegraduation,unexpectedcareeropportunitiesthreatentheirfuture."
80244601,TV Show,castleofstars,,"chaiyapolpupart,jintanutdalummakanon,worrawechdanuwong,ornjiralamwilai,yongarmchair,keeratimahapreukpong,akaratnimitchai,kornpassornduaysianklao,nattapongchartpong",,7-Sep-18,2015.0,TV-14,1 Season,"internationaltvshows,romantictvshows,tvcomedies","asfourcoupleswithdifferentlifestylesgothroughtheebbsandflowsofjoyandsorrow,eachmustlearnhowtoliveagoodlife.","castleofstars  chaiyapolpupart,jintanutdalummakanon,worrawechdanuwong,ornjiralamwilai,yongarmchair,keeratimahapreukpong,akaratnimitchai,kornpassornduaysianklao,nattapongchartpong internationaltvshows,romantictvshows,tvcomedies asfourcoupleswithdifferentlifestylesgothroughtheebbsandflowsofjoyandsorrow,eachmustlearnhowtoliveagoodlife."
80203094,Movie,cityofjoy,madeleinegavin,,"United States,",7-Sep-18,2018.0,TV-MA,77 min,documentaries,"womenwho'vebeensexuallybrutalizedinwar-torncongobegintohealatcityofjoy,acenterthathelpsthemregainasenseofselfandempowerment.","cityofjoy madeleinegavin  documentaries womenwho'vebeensexuallybrutalizedinwar-torncongobegintohealatcityofjoy,acenterthathelpsthemregainasenseofselfandempowerment."
80190843,TV Show,firstandlast,,,,7-Sep-18,2018.0,TV-MA,1 Season,docuseries,takeanintimatelookattheemotionallychargedfirstandlastdaysofnewandsoon-to-bereleasedinmatesatgeorgia'sgwinnettcountyjail.,firstandlast   docuseries takeanintimatelookattheemotionallychargedfirstandlastdaysofnewandsoon-to-bereleasedinmatesatgeorgia'sgwinnettcountyjail.
70241607,Movie,laddaland,soponsukdapisit,"saharatsangkapreecha,pokpiyatidaworamusik,sutattaudomsilp,athipichchutiwatkajornchai,deuntemsalitul,sahajakboonthanakit",Thailand,7-Sep-18,2011.0,TV-MA,112 min,"horrormovies,internationalmovies","whenafamilymovesintoanupscalehousingdevelopment,theyencounteraseriesofparanormaleventsthatdrivethemtotheedgeofinsanity.","laddaland soponsukdapisit saharatsangkapreecha,pokpiyatidaworamusik,sutattaudomsilp,athipichchutiwatkajornchai,deuntemsalitul,sahajakboonthanakit horrormovies,internationalmovies whenafamilymovesintoanupscalehousingdevelopment,theyencounteraseriesofparanormaleventsthatdrivethemtotheedgeofinsanity."
80988892,Movie,nextgen,"kevinr.adams,joeksander","johnkrasinski,charlyneyi,jasonsudeikis,michaelpeña,davidcross,constancewu","China, Canada, United States",7-Sep-18,2018.0,TV-PG,106 min,"children&familymovies,comedies,sci-fi&fantasy","whenlonelymaiformsanunlikelybondwithatop-secretrobot,theyembarkonanintense,action-packedadventuretofoiltheplotofaviciousvillain.","nextgen kevinr.adams,joeksander johnkrasinski,charlyneyi,jasonsudeikis,michaelpeña,davidcross,constancewu children&familymovies,comedies,sci-fi&fantasy whenlonelymaiformsanunlikelybondwithatop-secretrobot,theyembarkonanintense,action-packedadventuretofoiltheplotofaviciousvillain."
80239639,Movie,sierraburgessisaloser,iansamuels,"shannonpurser,kristinefroseth,rjcyler,noahcentineo,lorettadevine,giorgiawhigham,alicelee,leathompson,alanruck,marypatgleason,chrissymetz",United States,7-Sep-18,2018.0,PG-13,106 min,"comedies,romanticmovies",awrong-numbertextsparksavirtualromancebetweenasmartbutunpopularteenandasweetjockwhothinkshe'stalkingtoagorgeouscheerleader.,"sierraburgessisaloser iansamuels shannonpurser,kristinefroseth,rjcyler,noahcentineo,lorettadevine,giorgiawhigham,alicelee,leathompson,alanruck,marypatgleason,chrissymetz comedies,romanticmovies awrong-numbertextsparksavirtualromancebetweenasmartbutunpopularteenandasweetjockwhothinkshe'stalkingtoagorgeouscheerleader."
80159586,Movie,themostassassinatedwomanintheworld,franckribière,"annamouglalis,nielsschneider,andréwilms,michelfau,sissiduparc,jean-michelbalthazar,julierecoing,ericgodon,mayacoline,constancedollé","Belgium, United Kingdom, United States",7-Sep-18,2018.0,TV-MA,102 min,"dramas,internationalmovies,thrillers","in1930sparis,anactressfamousforhergorydeathscenesatthegrandguignoltheatercontendswithamysteriousstalkerandghostsfromherpast.","themostassassinatedwomanintheworld franckribière annamouglalis,nielsschneider,andréwilms,michelfau,sissiduparc,jean-michelbalthazar,julierecoing,ericgodon,mayacoline,constancedollé dramas,internationalmovies,thrillers in1930sparis,anactressfamousforhergorydeathscenesatthegrandguignoltheatercontendswithamysteriousstalkerandghostsfromherpast."
80152447,Movie,cézanneetmoi,danielethompson,"guillaumecanet,guillaumegallienne,alicepol,déborahfrançois,sabineazéma,freyamavor,isabellecandelier,laurentstocker","Belgium, France",7-Sep-17,2016.0,R,114 min,"dramas,independentmovies,internationalmovies","thishistoricaldramaexploresthelongandoftenvolatilefriendshipofpainterpaulcézanneandwriterémilezola,whofirstmetasschoolboys.","cézanneetmoi danielethompson guillaumecanet,guillaumegallienne,alicepol,déborahfrançois,sabineazéma,freyamavor,isabellecandelier,laurentstocker dramas,independentmovies,internationalmovies thishistoricaldramaexploresthelongandoftenvolatilefriendshipofpainterpaulcézanneandwriterémilezola,whofirstmetasschoolboys."
80221550,TV Show,archibald'snextbigthing,,"tonyhale,rosamundpike,jordanfisher,chelseakane,adampally,kariwahlgren",,6-Sep-19,2019.0,TV-Y7,1 Season,"kids'tv,tvcomedies","happy-go-luckychickenarchibaldmaynotremembertodohischores,butheneverforgetstohavefun.afterall,life'sanadventure!","archibald'snextbigthing  tonyhale,rosamundpike,jordanfisher,chelseakane,adampally,kariwahlgren kids'tv,tvcomedies happy-go-luckychickenarchibaldmaynotremembertodohischores,butheneverforgetstohavefun.afterall,life'sanadventure!"
81154455,Movie,article15,anubhavsinha,"ayushmannkhurrana,nassar,manojpahwa,kumudmishra,ishatalwar,sayanigupta,mohammedzeeshanayyub,subhrajyotibarat,sushilpandey,aakashdabhade",India,6-Sep-19,2019.0,TV-MA,125 min,"dramas,internationalmovies,thrillers",thegrimrealitiesofcastediscriminationcometolightasanentitledbutuprightcitycopventuresintoindia’sheartlandtoinvestigateamurder.,"article15 anubhavsinha ayushmannkhurrana,nassar,manojpahwa,kumudmishra,ishatalwar,sayanigupta,mohammedzeeshanayyub,subhrajyotibarat,sushilpandey,aakashdabhade dramas,internationalmovies,thrillers thegrimrealitiesofcastediscriminationcometolightasanentitledbutuprightcitycopventuresintoindia’sheartlandtoinvestigateamurder."
81113928,Movie,careofkancharapalem,mahavenkatesh,"subbaraovepada,radhabessy,kesavakarri,nithyasrigoru,karthikrathnam,praneethapatnaik,mohanbhagath,praveenaparuchuri",,6-Sep-19,2018.0,TV-14,142 min,"comedies,dramas,independentmovies","fromaschoolboy’scrushtoamiddle-agedbachelor’sofficeromance,fourlovestoriesspanningage,religionandstatusunfoldinasmallindiantown.","careofkancharapalem mahavenkatesh subbaraovepada,radhabessy,kesavakarri,nithyasrigoru,karthikrathnam,praneethapatnaik,mohanbhagath,praveenaparuchuri comedies,dramas,independentmovies fromaschoolboy’scrushtoamiddle-agedbachelor’sofficeromance,fourlovestoriesspanningage,religionandstatusunfoldinasmallindiantown."
81052275,Movie,eenagaranikiemaindi,tharunbhascker,"vishwaksennaidu,sushanthreddy,abhinavgomatam,venkateshkakumanu,anishaambrose,simranchoudhary",India,6-Sep-19,2018.0,TV-14,133 min,"comedies,internationalmovies","ingoaandindesperateneedofcash,fourchildhoodfriendsgetanothershotatmakingtheirlong-abandoneddreamsofbecomingfilmmakerscometrue.","eenagaranikiemaindi tharunbhascker vishwaksennaidu,sushanthreddy,abhinavgomatam,venkateshkakumanu,anishaambrose,simranchoudhary comedies,internationalmovies ingoaandindesperateneedofcash,fourchildhoodfriendsgetanothershotatmakingtheirlong-abandoneddreamsofbecomingfilmmakerscometrue."
81132437,Movie,killmeifyoudare,şenolsönmez,"muratboz,sedabakan,açelyatopaloğlu,özgüremreyıldırım,sedagüven,yosimizrahi,dilşadşimşek,aliyoğurtçuoğlu",,6-Sep-19,2019.0,TV-14,100 min,"comedies,internationalmovies,romanticmovies","boggeddownwithmoneyproblems,acouplegrowscautiousofeachotherbuthitthelotteryanddecidetostaytogether–tilldeathdotheypart.","killmeifyoudare şenolsönmez muratboz,sedabakan,açelyatopaloğlu,özgüremreyıldırım,sedagüven,yosimizrahi,dilşadşimşek,aliyoğurtçuoğlu comedies,internationalmovies,romanticmovies boggeddownwithmoneyproblems,acouplegrowscautiousofeachotherbuthitthelotteryanddecidetostaytogether–tilldeathdotheypart."
80178151,TV Show,thespy,,"sachabaroncohen,noahemmerich,hadarratzonrotem,alexandersiddig,waleedzuaiter,nassimlyes",France,6-Sep-19,2019.0,TV-MA,1 Season,"internationaltvshows,tvdramas,tvthrillers","inthe1960s,israeliclerk-turned-secretagentelicohengoesdeepundercoverinsidesyriaonaperilous,years-longmissiontospyformossad.","thespy  sachabaroncohen,noahemmerich,hadarratzonrotem,alexandersiddig,waleedzuaiter,nassimlyes internationaltvshows,tvdramas,tvthrillers inthe1960s,israeliclerk-turned-secretagentelicohengoesdeepundercoverinsidesyriaonaperilous,years-longmissiontospyformossad."
80058026,Movie,hellandback,"tomgianas,rossr.shuman","nickswardson,milakunis,bobodenkirk,t.j.miller,robriggle,susansarandon,dannymcbride,jennifercoolidge,johnfarley,mariabamford",United States,6-Sep-18,2015.0,R,86 min,"action&adventure,comedies,independentmovies","whenbestfriendsbreakabloodoath,oneofthemiscastawaytohell,andtheothertwomustsavehimfromthemisfitsoftheunderworld.","hellandback tomgianas,rossr.shuman nickswardson,milakunis,bobodenkirk,t.j.miller,robriggle,susansarandon,dannymcbride,jennifercoolidge,johnfarley,mariabamford action&adventure,comedies,independentmovies whenbestfriendsbreakabloodoath,oneofthemiscastawaytohell,andtheothertwomustsavehimfromthemisfitsoftheunderworld."
70303496,Movie,pk,rajkumarhirani,"aamirkhan,anuskhasharma,sanjaydutt,saurabhshukla,parikshatsahni,sushantsinghrajput,bomanirani,rukhsar",India,6-Sep-18,2014.0,TV-14,146 min,"comedies,dramas,internationalmovies",aamirkhanteamswithdirectorrajkumarhiranitoplayasocialcrusaderinapoliticalsatireonthestateofcorruptioninindia.,"pk rajkumarhirani aamirkhan,anuskhasharma,sanjaydutt,saurabhshukla,parikshatsahni,sushantsinghrajput,bomanirani,rukhsar comedies,dramas,internationalmovies aamirkhanteamswithdirectorrajkumarhiranitoplayasocialcrusaderinapoliticalsatireonthestateofcorruptioninindia."
80162141,Movie,hardtide,"robertosman,nathanaelwiseman","nathanaelwiseman,memferda,alexandranewick,oliverstark,katgellin,andylucas,ralphbrown,beverlyhills",United Kingdom,6-Sep-17,2015.0,TV-MA,79 min,"dramas,independentmovies",adrugdealerwho'sbeenemulatinghisfather'ssuccessfulcriminalcareerisforcedtogoontherunwithayounggirlinthisfact-basedthriller.,"hardtide robertosman,nathanaelwiseman nathanaelwiseman,memferda,alexandranewick,oliverstark,katgellin,andylucas,ralphbrown,beverlyhills dramas,independentmovies adrugdealerwho'sbeenemulatinghisfather'ssuccessfulcriminalcareerisforcedtogoontherunwithayounggirlinthisfact-basedthriller."
80095641,Movie,elstree1976,jonspira,"paulblake,jeremybulloch,johnchapman,anthonyforrest,lauriegoode,garrickhagon,dereklyons,angusmacinnes,davidprowse,pamrose",United Kingdom,6-Sep-16,2015.0,TV-PG,102 min,documentaries,"thenandnowfootageofbitplayerswhoappearedin""starwars""tellsthestoryofhowthefilmanditslegionsoffanschangedtheirlivesforever.","elstree1976 jonspira paulblake,jeremybulloch,johnchapman,anthonyforrest,lauriegoode,garrickhagon,dereklyons,angusmacinnes,davidprowse,pamrose documentaries thenandnowfootageofbitplayerswhoappearedin""starwars""tellsthestoryofhowthefilmanditslegionsoffanschangedtheirlivesforever."
81176188,Movie,americanfactory:aconversationwiththeobamas,,"presidentbarackobama,michelleobama,juliareichert,stevenbognar",,5-Sep-19,2019.0,TV-G,10 min,documentaries,barackandmichelleobamatalkwithdirectorsstevenbognarandjuliareichertaboutthedocumentaryandtheimportanceofstorytelling.,"americanfactory:aconversationwiththeobamas  presidentbarackobama,michelleobama,juliareichert,stevenbognar documentaries barackandmichelleobamatalkwithdirectorsstevenbognarandjuliareichertaboutthedocumentaryandtheimportanceofstorytelling."
